id redshift FUV FUV_err NUV NUV_err u_prime u_prime_err g_prime g_prime_err r_prime r_prime_err i_prime i_prime_err z_prime z_prime_err J_2mass J_2mass_err H_2mass H_2mass_err Ks_2mass Ks_2mass_err WISE1 WISE1_err IRAC1 IRAC1_err IRAC2 IRAC2_err WISE2 WISE2_err IRAC3 IRAC3_err IRAC4 IRAC4_err IRAS1 IRAS1_err WISE3 WISE3_err WISE4 WISE4_err MIPS1 MIPS1_err IRAS2 IRAS2_err IRAS3 IRAS3_err PACS_blue PACS_blue_err MIPS2 MIPS2_err IRAS4 IRAS4_err PACS_green PACS_green_err MIPS3 MIPS3_err PACS_red PACS_red_err PSW_ext PSW_ext_err PMW_ext PMW_ext_err PLW_ext PLW_ext_err
"3C 181.0" 1.381999 nan nan nan nan 0.16500000492669642 0.0033000000985339284 0.16599999798927456 0.0033199999597854912 0.24500000290572643 0.004900000058114529 0.26699999580159783 0.005339999916031957 0.29399999766610563 0.0058799999533221126 nan nan nan nan nan nan 0.2885349979854072 0.017312099879124434 0.34 0.0102 0.4775 0.014325 0.45297777635583447 0.027178666581350066 0.689 0.020669999999999997 1.03 0.0309 nan nan 1.291666660991808 0.18132911858881243 nan nan 4.885000000000001 0.19540000000000002 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"NAME LRG J0239-0134" 1.0626 nan nan nan nan nan nan 0.021500000002561137 0.001 0.10299999848939478 0.0020599999697878957 0.17699999443721026 0.0035399998887442052 0.24199999461416155 0.01 0.2229999954579398 0.060811184 0.37799999699927866 0.08202439 0.4330000083427876 0.13336791 0.6938541659422723 0.04163124995653634 0.5055 0.015164999999999998 0.4935 0.014804999999999999 0.6009375029855581 0.03605625017913349 0.443 0.01329 0.551 0.01653 nan nan 1.1916666509956122 0.1748006021771736 nan nan 2.4949999999999997 0.09979999999999999 nan nan nan nan nan nan nan nan nan nan 50.30000023543835 5.030000023543835 nan nan 118.5000017285347 11.85000017285347 111.00000143051147 7.770000100135804 74.10000264644623 5.8 36.60000115633011 3.8
"2XMM J103440.9+574715" 1.083677 0.0016388666602662133 0.00035163876 nan nan 0.04821999937121291 0.0018533752928648456 0.050999999984924216 0.0010259142386664516 0.06553749881277326 0.001349073664861606 0.06757499886589358 0.0015435349419327473 0.06710000161547214 0.004001249713222204 nan nan nan nan nan nan 0.19855555583893636 0.016254338742586118 0.20450000229664148 0.006135000068899244 0.2846666603383297 0.008539999810149891 0.28800000008361204 0.029494618527624934 0.3975 0.011925 0.5770000000000001 0.017310000000000002 nan nan 0.6793333257728567 0.15300081931247042 nan nan 2.085000038705766 0.08340000154823064 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2XMM J103417.3+575022" 1.100466 nan nan nan nan 0.005976249951800128 0.0011342398101592648 0.008818750075079151 0.0005512712601343224 0.014150000083645864 0.0007778174843167724 0.015362500448645733 0.0011022703536136688 0.01928750043589389 0.0035724641879961946 nan nan nan nan nan nan 0.1528809524373639 0.014440274514575555 0.17125000347895547 0.005137500104368664 0.1900000006039627 0.005700000018118881 0.18173809505562252 0.024540221901481578 0.23 0.00694200259291222 0.27599999999999997 0.011222094278698608 nan nan nan nan nan nan 0.8112499890513718 0.03251019070999123 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"[VV2006c] J093605.3+345237" 1.17 nan nan 0.011836666393113168 0.0031957002000000006 0.008735000164961093 0.0016835974 0.01340000017080456 0.0006403124 0.02550000014404456 0.0010488087999999999 0.03809999907389283 0.0014594519 0.051633333593296506 0.004828043000000001 nan nan nan nan nan nan 0.2396833345737153 0.022037877310726192 0.2519999979995191 0.009000000000000001 0.44100001105107367 0.015000000000000001 0.4646666676422271 0.033433292371102194 nan nan nan nan nan nan 1.5123809415909153 0.239174103093157 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"7C 120642.00+435600.00" 1.39764 nan nan 0.06919999868841842 0.012865846 0.14718749935127562 0.004330127060488105 0.1808571396395564 0.005852349938463287 0.32592856898970374 0.006518571379794075 0.4128214308626152 0.008256428617252305 0.4698928605648689 0.01340708749901452 nan nan 0.8672307505129049 0.27347393999999997 0.7491000054869801 0.20207176999999996 1.1012121350414148 0.06607272810248488 1.0824999970197677 0.03247499991059303 1.5749999819882212 0.047249999459646634 1.6974038281363364 0.10184422968818017 2.2399999999999998 0.0672 3.4099999999999997 0.10229999999999999 nan nan 4.406000080928207 0.3162502957058064 11.98319450992677 1.8141092952222648 10.85 0.434 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2SLAQ J224222.12+001505.7" 1.3509 nan nan nan nan 0.029566666701915285 0.005083306 0.024200000211749284 0.0018894443 0.03744374987491028 0.0025806976 0.040037499843492697 0.0033882147 0.040981250094773713 0.013338666 nan nan nan nan nan nan 0.08649285726798032 0.022366492 0.09440000212634914 0.0068447057 0.13549999857787043 0.012369317 nan nan nan nan nan nan nan nan nan nan 3.8999998942017555 0.25999999999999995 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2XMM J095902.5+022511" 1.1049 0.0003549999973984086 5.1e-05 0.0021400001060101204 0.00021400001060101204 0.0047350000613732846 0.00134884207726133 0.0036849999673904676 0.0004892341378092965 0.004957499982083391 0.0009363626243261032 0.00512999997681618 0.0014131701973876193 nan nan nan nan nan nan nan nan 0.051089999563130546 0.012349737659522662 0.0559250008064555 0.0033038407951957974 0.0651750013577286 0.0057552853100432825 0.0758650002409704 0.01628879983064456 0.05465 0.001933416664870767 0.06889999999999999 0.003232089107682522 nan nan nan nan nan nan 0.21692866354415116 0.051597194982785644 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 12.48499983921647 3.373796081567468 6.800000090152025 1.3
"2XMM J105259.7+573155" 1.449 nan nan nan nan 0.006655757591612531 0.001903260308261188 0.007562954620384103 0.0006543125609019167 0.009000227464639465 0.0009259049450283678 0.009070908928069084 0.0012794725507752258 0.010484999620530289 0.0030482124 nan nan nan nan nan nan 0.046433333494823 0.011119161347198132 0.028000000043725597 0.0008400000013117679 0.038550000848132183 0.0011565000254439655 0.05692380959913357 0.018021463251933902 0.059725 0.0031348524686179414 0.08485000000000001 0.006388121789696874 nan nan nan nan 2.409999957308173 0.39 0.22374999707968285 0.012401566796668232 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2XMM J125456.8+564941" 1.26354 nan nan nan nan 0.021708333406422753 0.001808314170702816 0.016450000020995503 0.000608276261076431 0.027820000104838982 0.000946044366833476 0.03325000070617534 0.0013067134437044908 0.041880000026139896 0.004671991154665007 nan nan nan nan 0.36800000816583633 0.07100000000000001 0.18036904918604776 0.010822142951162865 nan nan nan nan 0.2501666645935426 0.017534037979273345 nan nan nan nan nan nan 0.6155833424602946 0.15454934261609793 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
