id redshift FUV FUV_err NUV NUV_err u_prime u_prime_err g_prime g_prime_err r_prime r_prime_err i_prime i_prime_err z_prime z_prime_err J_2mass J_2mass_err H_2mass H_2mass_err Ks_2mass Ks_2mass_err WISE1 WISE1_err IRAC1 IRAC1_err IRAC2 IRAC2_err WISE2 WISE2_err IRAC3 IRAC3_err IRAC4 IRAC4_err IRAS1 IRAS1_err WISE3 WISE3_err WISE4 WISE4_err MIPS1 MIPS1_err IRAS2 IRAS2_err IRAS3 IRAS3_err PACS_blue PACS_blue_err MIPS2 MIPS2_err IRAS4 IRAS4_err PACS_green PACS_green_err MIPS3 MIPS3_err PACS_red PACS_red_err PSW_ext PSW_ext_err PMW_ext PMW_ext_err PLW_ext PLW_ext_err
"2MASX J15281225+3719168" 0.03253 nan nan nan nan 0.22449999960372224 0.004489999992074445 0.8870000019669533 0.017740000039339066 nan nan 2.15999991632998 0.0431999983265996 2.73499998729676 0.0546999997459352 1.7637500131968409 0.24124676 2.0549999608192593 0.36592348 1.7616667125063639 0.2908608 1.545333333046486 0.09271999998278915 nan nan nan nan 1.3583333351028464 0.08150000010617078 nan nan nan nan nan nan 12.508333343019089 0.7505000005811453 88.85833486219246 5.331500091731548 nan nan 137.0 10.9 159.0 30.200000000000003 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"IC 1102" 0.04203 0.019700000000000002 0.0028473111877699644 0.05944999877703376 0.005944999877703376 0.8382500091101974 0.01676500018220395 5.152500147232786 0.10305000294465572 3.9400001987814903 0.17 6.579999811947346 0.41 28.299999423325062 0.5659999884665012 11.312727054411715 1.7372681 13.79454533823512 2.2465528 9.577777650621202 2.1149467 7.99399996176362 0.4796399977058172 nan nan nan nan 4.678000044077635 0.2806800026446581 nan nan nan nan nan nan 9.0466666345795 0.54279999807477 19.166667014360428 1.7972201 nan nan nan nan 258.9999952316284 35.020314525042465 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2MASS J11215123+4051470" 0.06038 0.054166666814126074 0.01348221 0.08010000116579856 0.011374972 0.5895000067539513 0.011790000135079026 2.2149999858811498 0.044299999717622995 4.650000017136335 0.09300000034272671 6.850000005215406 0.13700000010430813 9.085000026971102 0.18170000053942204 5.629000160843134 0.6277739 7.093999814242125 1.0035437 5.410000216215849 0.63882704 6.049999990699192 0.3629999994419515 nan nan nan nan 4.219999999565382 0.2531999999739229 nan nan nan nan nan nan 7.254166715393464 0.4352500029236078 21.62499985396862 1.7865259949080645 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2MASX J09191322+5527552" 0.04894 0.06520000169984996 0.0113137085 0.06130000110715628 0.006130000110715628 0.2390000008745119 0.004780000017490238 0.8567500044591725 0.018186533020649986 1.0999999940395355 0.04000000000000001 1.820000004954636 0.03640000009909272 2.3849999997764826 0.04769999999552965 2.2722221393552093 0.28142496 3.0033334365321527 0.37960503999999995 3.470000112429261 0.31749015999999997 6.027222227628031 0.36163333365768185 nan nan nan nan 8.462222152344054 0.5077333291406433 nan nan nan nan nan nan 27.90000001043081 1.6740000006258484 76.86666730046271 4.612000038027762 nan nan nan nan nan nan 97.99999743700027 12.999999999999998 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2MASX J16173497+5014407" 0.04169 0.2300000014656689 0.02300000014656689 0.3957499939133413 0.03957499939133413 0.5600000149570405 0.011200000299140811 1.7649999936111271 0.03529999987222254 3.0399999814108014 0.08514693182963201 4.110000096261501 0.1650757401921918 6.310000084340572 0.12620000168681145 4.1480000130832195 0.66287257 7.866000104695559 1.0591034 10.268750367686152 0.96306804 9.82611116334382 0.5895666698006291 nan nan nan nan 13.11466668007585 0.7868800008045509 nan nan nan nan 93.09999644756317 20.5 51.64222267452213 3.0985333604713277 110.95208376863351 6.657125026118011 nan nan 128.99999660253525 11.800423721205947 453.0000017881394 42.90049458943597 nan nan nan nan 829.9999916553497 88.03550420143002 nan nan nan nan nan nan nan nan nan nan nan nan
"2MASX J07185777+7059209" 0.066 0.0765999975556042 0.014499999000000001 0.09565000073052943 0.009565000073052943 nan nan nan nan nan nan nan nan nan nan 1.1933332878268426 0.2368544 1.8922222209059532 0.39912402 1.71999994199723 0.26944387000000003 1.6558333323533105 0.09934999994119863 nan nan nan nan 1.905475015534321 0.11432850093205925 nan nan nan nan nan nan 6.378333245192965 0.3826999947115779 17.783333679040275 2.1493079851197594 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2MASX J01064523+0638015" 0.040998 nan nan nan nan 0.609499984420836 0.012806248000000001 1.745000035346796 0.03490000070693592 3.5541667214905224 0.149331840717117 5.0433333187053595 0.1008666663741072 9.664999786764383 0.19329999573528767 3.2844444115956626 0.67830674 4.237777863939603 1.0448444 3.490000031888485 0.60481403 4.598541650250943 0.27591249901505654 nan nan nan nan 5.761499959407375 0.34568999756444246 nan nan nan nan nan nan 40.56666655937831 2.433999993562699 124.4583347638448 7.467500085830688 nan nan nan nan nan nan 150.00000596046448 15.556349 nan nan nan nan nan nan nan nan nan nan 35.999998450279236 4.242640687119285 nan nan nan nan
"2MASX J00020298-1030377" 0.10282 nan nan nan nan 0.35700001171790063 0.007140000234358013 0.6859999848529696 0.013719999697059393 nan nan 1.71999994199723 0.0343999988399446 2.0800000056624413 0.041600000113248825 1.9777777941069667 0.34539832 2.5111111139671674 0.47833044999999996 2.8742856479116847 0.47318073 2.9150000142678616 0.17490000085607169 nan nan nan nan 2.8499999858376883 0.1709999991502613 nan nan nan nan nan nan 14.866666627923648 0.8919999976754188 41.474999885261056 2.488499993115663 nan nan nan nan 321.0 44.900000000000006 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"2MASX J13435748+2712404" 0.07725 nan nan 0.028633333689261537 0.0072787356999999995 0.1449999981559813 0.002899999963119626 0.48149999929592013 0.009629999985918403 0.906000001123175 0.0181200000224635 1.4550000196322799 0.029100000392645597 1.7850000294856727 0.035700000589713454 1.7911110901170308 0.26095976 2.5699999597337513 0.36455452 3.3499998971819878 0.31749015999999997 3.958571469411254 0.23751428816467524 nan nan nan nan 4.997142923197576 0.2998285753918546 nan nan nan nan nan nan 13.96000012755394 0.8376000076532364 28.950000181794167 2.5019993 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 180.9999942779541 45.0 56.20000138878822 7.199999999999999 44.599998742341995 8.200000000000001 nan nan
"2MASX J10505729+5932144" 0.08528 0.0849199976073578 0.015127458 0.10443999926792458 0.0121251815 0.39400000241585076 0.007880000048317015 0.8270000107586384 0.048 1.8400000408291817 0.05545268244646082 2.8099999763071537 0.056199999526143074 3.690000041387975 0.0738000008277595 2.2228571386741742 0.29816103 2.758571478937353 0.53898053 2.79999990016222 0.31304952999999996 3.19000004258539 0.19140000255512338 nan nan 2.165 0.06495 2.8242856663252627 0.16945713997951575 nan nan nan nan nan nan 8.72000027447939 0.5232000164687634 23.850000463426113 2.302173 20.85 0.8340000000000001 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 136.99999451637268 9.58999961614609 56.0000017285347 3.9200001209974293 19.200000911951065 2.5
