Filter Wave Flux F_er
GALEX:FUV 0.1529007283113174 1.8799999452312477e-05 5.5e-06
GALEX:NUV 0.23119646641474512 1.1144999916723464e-05 4.792327e-06
SDSS:u 0.3519021246126397 2.9699999913646025e-05 3.902563e-06
SDSS:g 0.4819969420238593 5.0871428746696825e-05 2.4166093e-06
SDSS:r 0.6246977662012919 5.84857131928272e-05 2.7166157e-06
SDSS:i 0.7634912086792643 8.154285855458252e-05 4.1097446e-06
SDSS:z 0.9017941824088558 0.00011285714364411043 1.1489125e-05
WISE:W1 3.3500107051067167 0.0006896153790876269 5.778408e-05
WISE:W2 4.600019302768061 0.000959999998135922 8.376754e-05
WISE:W3 11.559823320737253 0.002066999953240156 0.00048414874
WISE:W4 22.09066818952177 0.00565555552020669 0.0026613341
"W1 (WISE)" 3.3533831991051453 0.0008316666666666666 6.528629258887351e-05
"W2 (WISE)" 4.60510688172043 0.0010353333333333332 4.729175403809844e-05
"W3 (WISE)" 11.574998378378377 0.002256666666666667 0.0004439966216087685
"W4 (WISE)" 22.0435630882353 0.004563333333333333 0.0022387766748829595
