Filter Wave Flux F_er
2MASS:J 1.239016606050587 0.0012100000167265534 0.00013638182
2MASS:H 1.649477072902339 0.0015999999595806003 0.00026457512
2MASS:Ks 2.1637853338145083 0.0020200000144541264 0.00026944387
WISE:W1 3.3500107051067167 0.001031899987719953 6.232977e-05
WISE:W2 4.600019302768061 0.0012059999746270478 8.6023254e-05
WISE:W3 11.559823320737255 0.0029724999621976167 0.0004176123
WISE:W4 22.090668189521775 0.00909285739596401 0.0024946344
"W1 (WISE)" 3.3533831991051453 0.00108 3.772214203886094e-05
"W2 (WISE)" 4.60510688172043 0.00126 4.851185422141685e-05
"W3 (WISE)" 11.574998378378377 0.00359 0.0003286457058900968
"W4 (WISE)" 22.0435630882353 0.010763333333333333 0.0021992271369733504
