main_id otype_txt
"[VV2006] J211617.8+100039" Sy1
"2MASS J16591469+3134235" Sy1
"SDSS J075606.59+292501.9" Sy1
"2MASS J07500524+2929443" Sy1
"[VV2006] J105337.6+074256" Sy1
"2MASS J09435484+0618126" Sy1
"2QZ J133741.7-005549" Sy1
"SDSS J011804.82+143158.6" Sy1
"SDSS J142136.12+444555.6" Sy1
"2MASS J11285984+0204202" Sy1
"2MASX J14022452+5739226" Sy1
"2SLAQ J003024.93+000254.5" Sy1
"SDSS J091332.11+532715.8" Sy1
"2MASS J07461289+3155033" Sy1
"2MASS J11103161+0220430" Sy1
"[VV2006] J143453.9+592626" Sy1
"SDSS J083427.88+485137.3" Sy1
"LAMOST J083156.38+452510.0" Sy1
"[VV2006] J092315.1+094512" Sy1
"SDSS J235340.46-093709.0" Sy1
"[VV2003c] J154610.4+031241" Sy1
"2dFGRS TGN320Z246" Sy1
"2MASS J11022947+6202311" Sy1
"SDSS J141906.34+020841.3" Sy1
"2MASS J14065564+0157131" Sy1
"3XMM J133623.7+031059" Sy1
"2MASS J21234860+1053486" Sy1
"2MASS J09471725+4734174" Sy1
"[VV2006] J103955.8+065226" Sy1
"[VV2003c] J091514.0+014355" Sy1
"2MASS J16004497+5052138" Sy1
"2MASX J15131239+0019380" Sy1
"2QZ J105110.3-000344" Sy1
"SDSS J092204.25+565041.0" Sy1
"SDSS J081126.69+453453.0" Sy1
"2MASX J09330889+5347485" Sy1
"2QZ J125943.5+010254" Sy1
"2MASS J21213015-0005267" Sy1
"2MASS J11275739+6441183" Sy1
"2MASS J12322972+6411151" Sy1
"USNO-A2.0 1425-07189333" Sy1
"MGC 52955" Sy1
"2SLAQ J033420.34-005856.1" Sy1
"2MASX J08531524+3404331" Sy1
"2SLAQ J091438.05+001636.0" Sy1
"2MASS J11421485+0539386" Sy1
"[VV2006] J001104.9-092358" Sy1
"GAMA 62528" Sy1
"SDSS J115637.77+051633.5" Sy1
"[VV2006] J090934.9+052659" Sy1
"2MASS J12450461+6501223" Sy1
"SBSG 1047+557" Sy1
"SDSS J130206.38+630124.8" Sy1
"2MASS J14110732+0113453" Sy1
"2SLAQ J033923.65-002310.2" Sy1
"2MASS J13463496+3121336" Sy1
"2MASS J13393823+5858433" Sy1
"2MASS J14062327-0227431" Sy1
"2MASSI J1548179+351128" Sy1
"2QZ J103827.7+012044" Sy1
"2MASS J12262441+0140212" Sy1
"SDSS J094943.33+000536.1" Sy1
"SDSS J164907.62+642422.2" Sy1
"SDSS J150832.91+583422.5" Sy1
"2MASS J13463140+0400107" Sy1
"SDSS J031722.16-065343.0" Sy1
"2MASS J09043121+0753308" Sy1
"2MASSI J1220351+385316" Sy1
"SDSS J095604.88+495523.1" Sy1
"SBSG 1258+518" Sy1
"SDSS J164021.65+391306.8" Sy1
"[VV2006] J234145.2+150727" Sy1
"[VV2006] J091216.7+504156" Sy1
"2MASX J16055812+4403197" Sy1
"SDSS J153903.95+571605.9" Sy1
"2MASS J11161952+5609583" Sy1
"[VV2006c] J121255.3+512221" Sy1
"2MASS J14110853+4244290" Sy1
"2MASS J08390638+3905517" Sy1
"2MASX J15220541+3934407" Sy1
"2MASS J14324967+4513383" Sy1
"SDSS J124008.44+493007.2" Sy1
"[VV2006c] J115715.2+093456" Sy1
"SDSS J084121.59+360845.1" Sy1
"5MUSES 162" Sy1
"GALEX 2683382342670616124" Sy1
"SDSS J112023.82+003921.1" Sy1
"2MASS J14023445+2159517" Sy1
"[VV2000c] J125015.0+192350" Sy1
"SDSS J090641.16+565334.8" Sy1
"6dFGS gJ020435.2-093155" Sy1
"2MASX J14493270+0022363" Sy1
"2dFGRS TGN275Z203" Sy1
"2E  2974" Sy1
"2MASS J15510569+4433524" Sy1
"SDSS J101152.36+012822.0" Sy1
"2MASX J14423767+5428510" Sy1
"SDSS J092831.47+611128.1" Sy1
"2E  3140" Sy1
"1RXS J161406.1+475044" Sy1
"2MASS J07424974+2855015" Sy1
"2MASX J16034447+2646516" Sy1
"SDSS J140616.35+023543.3" Sy1
"2MASS J14082472+5438175" Sy1
"[VV2006] J101549.3+424243" Sy1
"2MASS J11251059+5016353" Sy1
"2dFGRS TGN169Z035" Sy1
"[VV2006] J233839.1-090853" Sy1
"SDSS J151617.16+472805.1" Sy1
"2MASX J12194890+0545311" Sy1
"2MASS J16422527+3917419" Sy1
"[VV2006] J104916.8+624052" Sy1
"2MASS J23010842-0848488" Sy1
"[VV2006] J140256.3+454730" Sy1
"SDSS J112750.70+054314.9" Sy1
"1RXS J083228.4+460843" Sy1
"3XMM J112702.7+030151" Sy1
"SDSS J152526.39+400914.2" Sy1
"SDSS J212315.32+095050.6" Sy1
"SDSS J154113.94+492034.5" Sy1
"2MASX J08184927+3834162" Sy1
"SDSS J163429.20+390121.7" Sy1
"2MASS J16001711+2754205" Sy1
"2MASS J01215759+1410364" Sy1
"2SLAQ J214743.56+004028.1" Sy1
"2MASS J08565526+4426537" Sy1
"2MASS J14521486+5909339" Sy1
"2dFGRS TGN438Z146" Sy1
"[VV2006] J142958.2+614243" Sy1
"2MASS J08312098+4831537" Sy1
"SDSS J074829.91+334613.8" Sy1
"[VV2006] J110722.7+492249" Sy1
"SDSS J155552.16+030151.8" Sy1
"[VV2006] J162611.9+372536" Sy1
"Mrk  783" Sy1
"SDSS J025732.75-074331.5" Sy1
"SDSS J112521.60+052358.2" Sy1
"[VV2006] J092216.6+384448" Sy1
"SDSS J141314.29+385106.1" Sy1
"2MASS J03342942+0006112" Sy1
"2MASS J13250464+5429424" Sy1
"[VV2006] J145955.1-014808" Sy1
"SDSS J165633.88+641043.5" Sy1
"SDSS J073606.62+375038.8" Sy1
"[VV2006] J164335.6+365235" Sy1
"2MASS J02165246-0023352" Sy1
"LEDA 2815865" Sy1
"SDSS J080716.72+364406.5" Sy1
"[VV2006c] J112101.5+532948" Sy1
"[VV2006] J212309.5+010213" Sy1
"2MASS J11571306+5353125" Sy1
"[VV2006] J081242.7+375042" Sy1
"1WGA J1656.9+6300" Sy1
"2XMM J144628.0+025343" Sy1
"2E  2922" Sy1
"2MASX J00113723+1442016" Sy1
"SDSS J155904.06+382422.2" Sy1
"USNO-A2.0 1500-05884394" Sy1
"2MASS J09460849+3512223" Sy1
"[VV2006] J152719.8+394927" Sy1
"PB  7879" Sy1
"2MASX J16042686+5251299" Sy1
"2MASS J10441018+4754549" Sy1
"2MASX J17011609+3549448" Sy1
"2MASS J22403142+1424148" Sy1
"2SLAQ J231122.80-005737.3" Sy1
"[VV2003c] J040446.8-045429" Sy1
"2MASS J09215364+0336525" Sy1
"[VV2006] J104257.2+623530" Sy1
"2MASS J11315105+1009155" Sy1
"2SLAQ J005921.37+004108.8" Sy1
"[VV2006c] J131251.0+523424" Sy1
"6dFGS gJ022556.4-073249" Sy1
"2MASS J14485561+5710390" Sy1
"2QZ J121343.7-010004" Sy1
"2MASS J14140098+0122031" Sy1
"2MASSI J1306018+580320" Sy1
"2MASS J09442213+1037396" Sy1
"2QZ J130707.7-002543" Sy1
"2MASS J17190695+2955072" Sy1
"SDSS J102712.37+050320.9" Sy1
"2MASS J12023807+0357504" Sy1
"2QZ J133031.4-002818" Sy1
"2MASS J17001080+3955460" Sy1
"2MASS J11131043+0723380" Sy1
"[RGD2013] J082050.48+472047.58" Sy1
"2MASS J13372904+5639078" Sy1
"SDSS J084837.66+053237.8" Sy1
"2SLAQ J101108.40+002908.7" Sy1
"2MASS J16422432+4445095" Sy1
"2MASX J10515106+2137266" Sy1
"2MASSI J1132300-024620" Sy1
"SDSS J172944.73+542725.9" Sy1
"2MASS J11244455+0409269" Sy1
"2MASS J08522946+0247140" Sy1
"[VV2006] J084131.5+031545" Sy1
"2MASS J12151386+0233346" Sy1
"2MASS J14490218+4721380" Sy1
"2MASS J13175075+5340071" Sy1
"2MASS J17073778+3402222" Sy1
"2SLAQ J085512.67-000731.9" Sy1
"[VV2003c] J023501.0-080223" Sy1
"2MASX J09405722+0324009" Sy1
"2MASS J08304443+3903069" Sy1
"[VV2006] J165107.7+292946" Sy1
"2MASS J14005233+4610292" Sy1
"2QZ J103703.0-001855" Sy1
"2MASX J15195659+0016149" Sy1
"RX J1659.4+4245" Sy1
"SDSS J160404.51+493820.5" Sy1
"[VV2006] J132506.2-032226" Sy1
"[VV2006c] J112953.3+594026" Sy1
"SDSS J131656.34+492759.1" Sy1
"2MASS J11201599+6607439" Sy1
"SDSS J095808.51+494154.9" Sy1
"2MASS J10443175+0708414" Sy1
"FBQS J1358+2658" Sy1
"SDSS J130522.44+023945.3" Sy1
"[VV2006] J113019.4+561049" Sy1
"2MASS J14360156+0448076" Sy1
"SDSS J111233.81+034007.0" Sy1
"SDSS J085738.56+452513.9" Sy1
"SDSS J111952.81+002715.8" Sy1
"[VV2006] J143407.3+404303" Sy1
"2MASS J16123813+3854120" Sy1
"SDSS J212341.16+010557.8" Sy1
"SDSS J231530.29-083249.3" Sy1
"2QZ J130457.5-011349" Sy1
"2MASS J09391991+0727551" Sy1
"SDSS J103557.47+100309.1" Sy1
"2QZ J120706.8+013500" Sy1
"2MASS J20440452-0112147" Sy1
"2QZ J104331.4-010733" Sy1
"[VV2006] J132838.5+494531" Sy1
"2QZ J120806.8-013510" Sy1
"SDSS J085331.13+364959.9" Sy1
"SDSS J075111.53+273638.5" Sy1
"SDSS J161052.34+384055.6" Sy1
"PB  1923" Sy1
"[VV2006c] J080416.3+292722" Sy1
"QSO J0850+4626" Sy1
"2MASS J14494568+4222430" Sy1
"2MASS J14142489+4653485" Sy1
"SDSS J093130.24+393946.5" Sy1
"2dFGRS TGN295Z179" Sy1
"2MASS J11084164+5950078" Sy1
"SDSS J094028.33+043146.1" Sy1
"2MASX J08134590+3810491" Sy1
"2MASS J14103808+5041198" Sy1
"2MASX J09281053+4111294" Sy1
"[VV2003c] J142345.0+034442" Sy1
"SDSS J131223.15+504358.3" Sy1
"3XMM J090622.9+052311" Sy1
"2MASS J14005022+5324246" Sy1
"2MASS J09445606+0546428" Sy1
"2MASX J14515156+5914001" Sy1
"[VV2006c] J084149.8+334513" Sy1
"2MASS J09420122+5907462" Sy1
"1RXS J130717.4+033433" Sy1
"2MASS J23172611-0850306" Sy1
"[VV2006] J092826.8+054402" Sy1
"[VV2006c] J114514.0+494523" Sy1
"[VV2006c] J125357.4+640534" Sy1
"2MASS J22225555+0050337" Sy1
"2SLAQ J220956.59+002749.4" Sy1
"[VV2006] J093149.9+550515" Sy1
"2MASS J23404652+1453511" Sy1
"2MASS J22040840+1136037" Sy1
"2SLAQ J011357.93-011139.8" Sy1
"[VV2006] J093608.4+074207" Sy1
"[VV2006] J085422.0+062624" Sy1
"LAMOST J134232.48+523436.1" Sy1
"6dFGS gJ233834.0-090039" Sy1
"2MASS J10051419+5302398" Sy1
"2MASS J14542687+5644195" Sy1
"[VV2006] J135846.4+014504" Sy1
"2QZ J114526.1-023445" Sy1
"SDSS J003049.23-090133.7" Sy1
"1RXS J022821.4-082119" Sy1
"2MASS J15221736+1648283" Sy1
"2MASX J15064888+3413072" Sy1
"2MASS J09205751+5107004" Sy1
"SDSS J000011.41+145545.6" Sy1
"SDSS J122706.26+460930.3" Sy1
"[VV2006] J094121.3+011147" Sy1
"WISE J132908.84+295024.2" Sy1
"2MASX J15220951+4511237" Sy1
"2MASX J15102489+0058438" Sy1
"1WGA J1541.7+5423" Sy1
"2QZ J144842.0-021658" Sy1
"SDSS J152912.14+031815.4" Sy1
"SDSS J152027.33+542422.0" Sy1
"[VV2006] J154025.2+502700" Sy1
"SDSS J162128.10+395627.9" Sy1
"2MASS J14005701+3433494" Sy1
"2MASS J10295543+4713465" Sy1
"2MASS J10171602+0511422" Sy1
"[VV2006] J080649.5+485541" Sy1
"SDSS J114740.54+035150.3" Sy1
"SDSS J145201.55+025335.1" Sy1
"SDSS J033027.20+005433.8" Sy1
"SDSS J155134.70+452913.8" Sy1
"2MASS J16324788+3832396" Sy1
"[VV2006] J163410.7+463521" Sy1
"[VV2006c] J095609.3+050921" Sy1
"2MASS J07583397+2711509" Sy1
"2MASS J21143666-0049387" Sy1
"2MASX J12383136+6434565" Sy1
"2MASS J15294273-0159336" Sy1
"[VV2006] J094850.7+590347" Sy1
"2MASS J09052279+4257218" Sy1
"2MASX J02113928+1219556" Sy1
"2MASX J00364646+1459365" Sy1
"GAMA 402343" Sy1
"Ton  1571" Sy1
"2MASS J17051746+3830564" Sy1
"2MASX J11390053+5913477" Sy1
"2MASSI J1129419+512050" Sy1
"2MASS J11554467+5825492" Sy1
"2QZ J121415.1+005510" Sy1
"2SLAQ J225655.50+002543.5" Sy1
"2SLAQ J033455.89+004140.0" Sy1
"2MASS J13003070+4850421" Sy1
"LAMOST J165757.51+382327.7" Sy1
"[VV2006] J160523.1+545612" Sy1
"2SLAQ J005121.26+004521.6" Sy1
"2MASS J11384284-0314028" Sy1
"1WGA J1332.5+4738" Sy1
"SDSS J101131.67+452412.9" Sy1
"1RXS J150916.0+613646" Sy1
"[VV2006c] J095050.0+510004" Sy1
"2MASX J11550764+5201298" Sy1
"2MASX J14322365+4005338" Sy1
"2MASS J13315811+4839226" Sy1
"SDSS J085026.98+324651.8" Sy1
"2dFGRS TGN338Z020" Sy1
"2MASS J12432805+5652380" Sy1
"2SLAQ J132704.55-003627.6" Sy1
"1WGA J1016.6+0819" Sy1
"2MASS J14592118+5217497" Sy1
"2MASS J12510043+6603268" Sy1
"SDSS J104635.67+533542.0" Sy1
"2SLAQ J232525.52+001136.8" Sy1
"SDSS J095938.93+622107.1" Sy1
"SDSS J211438.71-055231.1" Sy1
"2MASS J15110188+5203502" Sy1
"2MASX J01424828-1008402" Sy1
"2SLAQ J214410.62-010113.4" Sy1
"SDSS J093802.17+484258.1" Sy1
"SDSS J144122.90+453653.8" Sy1
"GAMA 727391" Sy1
"2QZ J142509.1+011911" Sy1
"SDSS J164207.32+344834.2" Sy1
"[VV2006] J121057.0+543855" Sy1
"1RXS J172008.7+561707" Sy1
"2MASS J09511966+5726106" Sy1
"2MASS J10555501+5304503" Sy1
"SDSS J153506.65+464145.3" Sy1
"SDSS J002839.65+145138.8" Sy1
"SDSS J205601.38-062049.8" Sy1
"2MASS J20404528-0624224" Sy1
"2MASX J11144367+5258338" Sy1
"2QZ J144913.5+002406" Sy1
"2MASX J11140733-0000311" Sy1
"SDSS J100921.55+035814.6" Sy1
"2MASS J11570022-0312254" Sy1
"2MASS J15465303+5710135" Sy1
"2MASX J13452735-0309260" Sy1
"2MASS J22191852+1207532" Sy1
"2SLAQ J231243.49+001836.9" Sy1
"2MASS J12001092-0204517" Sy1
"2MASS J09360914-0026400" Sy1
"2MASX J07583815+4145121" Sy1
"2dFGRS TGN317Z092" Sy1
"[VV2006] J160433.6+414111" Sy1
"1RXS J131234.4+655258" Sy1
"SDSS J162755.24+470453.0" Sy1
"2MASS J09590192+4452209" Sy1
"SDSS J111450.07+502917.4" Sy1
"GAMA 518519" Sy1
"QSO B0947+433" Sy1
"SDSS J094715.96+562048.4" Sy1
"2MASS J07464503+3141494" Sy1
"2MASS J15295262+3932097" Sy1
"[VV2006] J135907.8+464418" Sy1
"2SLAQ J013046.16-000800.8" Sy1
"IRAS 11119+3257" Sy1
"2QZ J142441.2-000727" Sy1
"SDSS J135017.80+022728.4" Sy1
"2MASS J15024537+4054372" Sy1
"SDSS J003644.71+160830.6" Sy1
"[VV2006] J083037.8+042127" Sy1
"2SLAQ J091512.80+001824.7" Sy1
"SDSS J014411.82-080713.4" Sy1
"2XMM J135724.5+652506" Sy1
"SDSS J145215.15+404849.5" Sy1
"2MASX J21324526+1212574" Sy1
"2MASS J10133330+0811163" Sy1
"2SLAQ J151702.48+003623.7" Sy1
"SDSS J163436.22+390733.2" Sy1
"SDSS J091513.89+571233.2" Sy1
"SDSS J154907.96-005729.4" Sy1
"SDSS J113452.06+563723.9" Sy1
"2E  2127" Sy1
"2QZ J104132.3-003513" Sy1
"[BTW2010] SS3" Sy1
"SDSS J144507.31+593649.8" Sy1
"SDSS J131455.52+595309.0" Sy1
"SDSS J153752.90+024702.0" Sy1
"2dFGRS TGN366Z095" Sy1
"[VV2006] J145535.9+610850" Sy1
"2MASS J11495355+5324247" Sy1
"2MASS J01472328+1443207" Sy1
"SDSS J112836.17+024550.6" Sy1
"[VV2006] J111138.2+021331" Sy1
"[ATL2005] 1262" Sy1
"2QZ J100723.1+014546" Sy1
"SDSS J091146.07+403501.1" Sy1
"2MASS J13535060+5717259" Sy1
"SDSS J014634.39-093014.4" Sy1
"2MASX J13113562+1424472" Sy1
"[VV2006] J151530.7+560132" Sy1
"2MASS J16573177+3425593" Sy1
"[VV2006] J174233.8+544132" Sy1
"2MASS J15345847+0242139" Sy1
"2MASS J14300163+4550491" Sy1
"2MASS J10044652+6003356" Sy1
"2QZ J144735.2-003231" Sy1
"[VV2006] J093646.9+573926" Sy1
"SDSS J090020.29+030514.8" Sy1
"2MASS J23022223+1409542" Sy1
"SDSS J094151.64-010352.1" Sy1
"[VV2006] J163422.8+460845" Sy1
"2MASS J15113132+5022189" Sy1
"SDSS J151755.64+451543.9" Sy1
"[VV2006c] J143011.0+501548" Sy1
"SDSS J144737.35+562527.8" Sy1
"1RXS J174145.3+540152" Sy1
"[VV2003c] J115050.2+004505" Sy1
"2MASX J12431998+0252562" Sy1
"2MASS J16290130+4007599" Sy1
"2MASX J14060484+5800414" Sy1
"2MASS J15425517+4237242" Sy1
"[VV2006] J161826.0+514304" Sy1
"2MASX J14370096-0104212" Sy1
"SDSS J153153.79+342653.1" Sy1
"2SLAQ J212617.68+002228.9" Sy1
"SDSS J093455.60+051409.1" Sy1
"2MASX J10423015+0102232" Sy1
"SDSS J203845.08-051908.3" Sy1
"SDSS J170612.12+381959.0" Sy1
"2MASS J15243616+0359334" Sy1
"LAMOST J083621.02+392007.7" Sy1
"SDSS J145007.76+022159.0" Sy1
"USNO-A2.0 0900-07243183" Sy1
"[VV2006] J073508.8+294522" Sy1
"SDSS J102006.74+090647.4" Sy1
"2MASS J10495179+0640371" Sy1
"2MASX J16540817+3925328" Sy1
"QSO J1634+4809" Sy1
"2MASSI J1450069+581457" Sy1
"2MASS J08431494+3842504" Sy1
"2QZ J144531.1-014624" Sy1
"2MASS J08142768+4337051" Sy1
"2E  3824" Sy1
"2E  2850" Sy1
"[VV2006] J124912.7+053014" Sy1
"2MASSI J1539414+504255" Sy1
"SDSS J033115.63-080015.3" Sy1
"[VV2003c] J024621.0+001918" Sy1
"SDSS J090157.12+063734.6" Sy1
"2MASS J12274914+3214589" Sy1
"2SLAQ J220048.22+000546.3" Sy1
"LAMOST J080653.69+423141.9" Sy1
"SDSS J135643.68+664128.5" Sy1
"2MASX J09131371+3658171" Sy1
"2SLAQ J145437.84-003706.7" Sy1
"2MASS J14283016+5559312" Sy1
"2MASSI J1040414+600239" Sy1
"SDSS J141801.94+442112.5" Sy1
"2MASS J15432850+4521559" Sy1
"[VV2006c] J112122.5+030709" Sy1
"2MASS J14174576+5129595" Sy1
"2MASS J21335790-0712173" Sy1
"2SLAQ J204731.68+002056.3" Sy1
"USNO-A2.0 0900-07332107" Sy1
"2MASS J11564036+5735247" Sy1
"RX J1143.5+0320" Sy1
"RMB 221" Sy1
"[VV2006] J094414.2+010254" Sy1
"[VV2006] J163854.6+415419" Sy1
"SDSS J091725.98+394641.1" Sy1
"2MASS J07524558+2617357" Sy1
"[VV2006] J170956.0+573225" Sy1
"[VV2006] J090437.0+434927" Sy1
"LEDA  139545" Sy1
"2MASS J13151005+4325469" Sy1
"[VV2006] J135908.8+020953" Sy1
"GALEX 2697596828994504823" Sy1
"[VV2006] J114336.1+105421" Sy1
"2MASS J09070218+4059234" Sy1
"2MASS J15504042+4734593" Sy1
"2MASX J03510759-0526370" Sy1
"SDSS J152200.51+580554.7" Sy1
"2QZ J143610.0+000013" Sy1
"Mrk   42" Sy1
"2QZ J130343.1+012201" Sy1
"2MASX J15161151+1504373" Sy1
"2MASX J13005216+5641056" Sy1
"SDSS J091009.27+062221.1" Sy1
"2MASS J12133317-0132209" Sy1
"SDSS J092801.26+382506.2" Sy1
"SDSS J093943.81+022338.7" Sy1
"LEDA 3096377" Sy1
"2MASS J07530463+2524354" Sy1
"LAMOST J092554.26+533558.2" Sy1
"2MASS J11311354+6132109" Sy1
"2MASS J11110497+0128317" Sy1
"2MASS J10282079+0226131" Sy1
"2MASX J15314126+2019296" Sy1
"2QZ J105932.4-004355" Sy1
"SDSS J095248.23+493746.5" Sy1
"[VV2006] J150849.3+043536" Sy1
"SDSS J084225.42+411517.2" Sy1
"1RXS J170813.4+601502" Sy1
"2QZ J115412.7+010132" Sy1
"2MASX J08053820+2442148" Sy1
"[VV2006] J111426.6+095055" Sy1
"2MASS J09372415+0533175" Sy1
"[VV2006] J120819.2+635613" Sy1
"2MASS J09360787+0510346" Sy1
"SDSS J090628.21+455841.5" Sy1
"2MASS J07550158+3535469" Sy1
"2MASS J15393781+3743400" Sy1
"1RXS J003541.9+004747" Sy1
"2MASS J07535385+2622589" Sy1
"2MASS J16222521+3622204" Sy1
"2dFGRS TGN425Z163" Sy1
"1WGA J1533.7+0322" Sy1
"SDSS J100659.56+540821.4" Sy1
"SDSS J093106.16+410521.3" Sy1
"SDSS J114151.43+030314.5" Sy1
"2MASS J11210858+5351210" Sy1
"SDSS J102243.65+581856.6" Sy1
"SDSS J120625.93+613000.4" Sy1
"2MASS J22073512-0824577" Sy1
"2MASX J15075249+5151107" Sy1
"SDSS J080835.02+362348.5" Sy1
"[VV2006] J023817.0-071810" Sy1
"2MASS J08301349+5205414" Sy1
"2MASS J08552186+4847094" Sy1
"LAMOST J135842.27+024925.1" Sy1
"2MASS J14322992+0123329" Sy1
"2MASS J03443002-0058428" Sy1
"2MASX J16410006+3454527" Sy1
"2SLAQ J011712.81-005817.4" Sy1
"2SLAQ J150629.24+003543.2" Sy1
"2MASS J08313000+3922035" Sy1
"2MASS J08471979+3800439" Sy1
"[VV2006] J074636.5+430206" Sy1
"1WGA J0234.2+0057" Sy1
"2dFGRS TGN254Z178" Sy1
"LAMOST J085014.65+380618.4" Sy1
"2MASS J08013834+2945134" Sy1
"2MASS J08040924+3853489" Sy1
"2MASX J23405427+1516285" Sy1
"SDSS J231808.41+134916.1" Sy1
"[VV2006] J090004.1+040306" Sy1
"2SLAQ J004338.54-005814.6" Sy1
"SDSS J033059.05+010952.1" Sy1
"2MASX J10404390+3300589" Sy1
"2MASS J08561313+3631447" Sy1
"[VV2006c] J144519.0+583945" Sy1
"SDSS J080934.31+335238.4" Sy1
"SDSS J091034.21+533725.9" Sy1
"1RXS J114632.5+030521" Sy1
"[VV2006] J000913.7-101246" Sy1
"SDSS J232321.48-094103.2" Sy1
"2MASS J08420637+3438562" Sy1
"2MASS J09314774+4331190" Sy1
"2MASS J14012584+0502421" Sy1
"[VV2006] J144503.6+022444" Sy1
"SDSS J074223.25+300729.7" Sy1
"SDSS J121028.83+025454.2" Sy1
"2QZ J123452.5-015956" Sy1
"2MASS J14082784+2409246" Sy1
"[VV2006] J213553.0-081048" Sy1
"[VV2006c] J095840.0+070525" Sy1
"2MASS J15193615+2838276" Sy1
"SDSS J094145.26-003517.4" Sy1
"2XMM J081053.8+280611" Sy1
"SDSS J041152.80-055523.4" Sy1
"SDSS J144043.34+613008.8" Sy1
"SDSS J104140.27+612847.6" Sy1
"SDSS J135106.34+421932.7" Sy1
"SDSS J090320.97+045738.1" Sy1
"[VV2003c] J032801.7+002059" Sy1
"2MASS J21424962-0854348" Sy1
"2QZ J141519.4-003022" Sy1
"[VV2006] J091706.5+563734" Sy1
"2MASS J15091378+1757098" Sy1
"SDSS J160525.54-011031.6" Sy1
"2MASS J09573019+4133015" Sy1
"[VV2006] J111613.1+563410" Sy1
"2MASS J11052261+5107275" Sy1
"2MASX J11513808+5613312" Sy1
"2MASS J15023865+5015245" Sy1
"SDSS J143114.31+452705.8" Sy1
"2SLAQ J234725.29-010643.8" Sy1
"CXO J170546.9+631058" Sy1
"LEDA  138575" Sy1
"2MASS J02284147+0052085" Sy1
"2MASS J07534792+2404294" Sy1
"SDSS J090457.64+043141.0" Sy1
"SDSS J234050.52+010635.4" Sy1
"2MASS J09285628+0132463" Sy1
"2MASS J23481639+1414029" Sy1
"SDSS J110226.64+033439.3" Sy1
"2MASS J14060025+0132520" Sy1
"2QZ J130720.0+013623" Sy1
"2QZ J132108.3+005000" Sy1
"2MASS J09205040+4224081" Sy1
"2QZ J133223.4-020625" Sy1
"[VV2006] J101109.9+473556" Sy1
"2MASS J11192885+0426557" Sy1
"SDSS J010059.82+152506.0" Sy1
"SDSS J010044.84+144535.9" Sy1
"2MASS J20001553-5417121" Sy1
"2MASS J16341783+4744529" Sy1
"2SLAQ J033928.61+004939.7" Sy1
"CSO  631" Sy1
"2MASS J15081701+5205419" Sy1
"SDSS J002416.00-093315.5" Sy1
"SDSS J111340.41+040211.2" Sy1
"[VV2006] J105137.0+605519" Sy1
"2MASS J15102005+5547221" Sy1
"2E  3132" Sy1
"2MASS J13540346+6141560" Sy1
"2MASS J09543883+4032042" Sy1
"2MASX J11575322-0315368" Sy1
"[VV2006] J090550.8+470828" Sy1
"SDSS J093502.05+543514.6" Sy1
"1RXS J092031.6+525418" Sy1
"2MASS J07540987+2910348" Sy1
"SDSS J144314.41+561112.5" Sy1
"2MASS J10071021+2203007" Sy1
"SDSS J161614.59+000347.2" Sy1
"2QZ J120700.2-021927" Sy1
"FBQS J2321-0825" Sy1
"2MASS J11211401+4807294" Sy1
"2MASX J13080303+0351144" Sy1
"2MASX J09001525+5107599" Sy1
"[VV2006] J080401.0+471731" Sy1
"[VV2006] J093027.9+514141" Sy1
"2MASS J07451128+1919430" Sy1
"[VV2006] J022205.3-004947" Sy1
"2MASS J17164099+2705441" Sy1
"2QZ J104449.2+000300" Sy1
"SDSS J134753.53-021009.5" Sy1
"2MASS J15373320-0055380" Sy1
"[VV2006] J140823.8+503955" Sy1
"[VV2006] J164503.2+324107" Sy1
"SDSS J004859.92+140240.2" Sy1
"SDSS J151616.18+463515.3" Sy1
"[VV2006] J023323.3-085352" Sy1
"SDSS J095544.25+541108.6" Sy1
"SDSS J082221.90+410418.8" Sy1
"2MASX J09570714+2433166" Sy1
"PB  5431" Sy1
"SDSS J093543.68+014222.1" Sy1
"[VV2006] J094921.9+492808" Sy1
"2MASS J10523743+5030429" Sy1
"[VV2003c] J090231.2+520749" Sy1
"6dFGS gJ221756.6-594130" Sy1
"2MASS J09271594+0203305" Sy1
"2MASS J12345051+0408450" Sy1
"2MASX J13594403+0456497" Sy1
"[VV2006] J144855.2+575503" Sy1
"SDSS J140130.81+570453.2" Sy1
"2SLAQ J002830.95-002402.4" Sy1
"SDSS J120340.44+503248.9" Sy1
"2MASS J08153665+4314561" Sy1
"[VV2006] J080331.2+403355" Sy1
"SDSS J163532.55+250554.0" Sy1
"2MASS J21360705+1057461" Sy1
"[VV2006c] J145827.0+421550" Sy1
"SDSS J090720.90+053833.2" Sy1
"SDSS J090520.77+465040.6" Sy1
"SDSS J092250.14+531106.0" Sy1
"2QZ J142710.9+013023" Sy1
"[VV2006] J094204.2+620754" Sy1
"SDSS J233958.74-083558.1" Sy1
"SDSS J083810.01+350642.0" Sy1
"SDSS J161550.60+442104.0" Sy1
"2MASS J10194376+6242335" Sy1
"2MASS J11194976+0202568" Sy1
"SDSS J102307.02+454500.1" Sy1
"SDSS J083916.06+345927.9" Sy1
"2QZ J132700.6-020623" Sy1
"SDSS J170729.65+343051.5" Sy1
"SDSS J090548.69+382927.4" Sy1
"2MASS J13332375+5131361" Sy1
"2MASS J09124575+4500456" Sy1
"2MASS J14092676+4731275" Sy1
"2MASS J08080717+2515455" Sy1
