id redshift FUV FUV_err NUV NUV_err u_prime u_prime_err g_prime g_prime_err r_prime r_prime_err i_prime i_prime_err z_prime z_prime_err J_2mass J_2mass_err H_2mass H_2mass_err Ks_2mass Ks_2mass_err WISE1 WISE1_err IRAC1 IRAC1_err IRAC2 IRAC2_err WISE2 WISE2_err IRAC3 IRAC3_err IRAC4 IRAC4_err IRAS1 IRAS1_err WISE3 WISE3_err WISE4 WISE4_err MIPS1 MIPS1_err IRAS2 IRAS2_err IRAS3 IRAS3_err PACS_blue PACS_blue_err MIPS2 MIPS2_err IRAS4 IRAS4_err PACS_green PACS_green_err MIPS3 MIPS3_err PACS_red PACS_red_err PSW_ext PSW_ext_err PMW_ext PMW_ext_err PLW_ext PLW_ext_err
"1RXP J131157.4+305448" 0.3656 0.014799999917158857 0.0040999999999999995 0.014549999832524918 0.0041725293 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.21049999998246013 0.012629999998947608 nan nan nan nan 0.19249999896685285 0.01615583175065067 nan nan nan nan nan nan 0.4871666676245319 0.15608090712651893 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J070151.0+661737" 0.276 nan nan 0.020049999875482172 0.0059816384 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.46925000788178295 0.028155000472906977 nan nan nan nan 0.5502499843714759 0.03301499906228855 nan nan nan nan nan nan 0.5873333235892156 0.15140674 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J074943.2+365236" 0.07204 nan nan 0.041433333535678685 0.0059472679999999995 nan nan nan nan nan nan nan nan nan nan 0.46499999007210135 0.15238438 nan nan nan nan 0.9552000105031766 0.082006096 nan nan nan nan 1.1554444596792262 0.083240615 nan nan nan nan nan nan 3.4174999746028334 0.48391733 11.376250069588423 3.193744 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J075723.4+371028" 0.13571 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.3537857172541054 0.021829910804756877 nan nan nan nan 0.3740952378270172 0.029974238996355533 nan nan nan nan nan nan 1.1700000044641397 0.31567784707025964 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J090033.3+502402" 0.20637 0.10599999950500205 0.019052559 0.07926666633769248 0.00792666663376925 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.41639583006031655 0.024983749803618994 nan nan nan nan 0.38695833438898747 0.02976247631830376 nan nan nan nan nan nan 1.1025238115868221 0.18421114866938998 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J091652.4+521645" 0.21947 nan nan 0.012399999832268804 0.0035832945 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.5709999823011458 0.16139084 0.4759999974339735 0.036249137 nan nan nan nan 0.5611428392252752 0.04463183 nan nan nan nan nan nan 1.2299999749908845 0.30298517 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J092031.6+525418" 0.21152 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.6859999848529696 0.21178056 0.8942575820114492 0.05365545492068695 nan nan nan nan 1.1738888852546612 0.07043333311527966 nan nan nan nan nan nan 3.0352083425348 0.2645722989158918 7.082618976359567 1.7023813776135592 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J092746.7-090025" 0.254 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.3205000007514221 0.021825215408674527 nan nan nan nan 0.36225000074179836 0.030815904338366635 nan nan nan nan nan nan 0.749049989875406 0.2044021823859183 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J093532.5+564431" 0.13638 nan nan 0.03773333446588367 0.0056603885 nan nan nan nan nan nan nan nan nan nan 0.7769999792799354 0.17501142 1.0100000072270632 0.25455846 1.0100000072270632 0.19798991 0.7785833361520587 0.04671500016912352 nan nan nan nan 0.780900000995025 0.0468540000597015 nan nan nan nan nan nan 1.9741666861592482 0.1998380569427395 4.7950000781193385 1.1411069336363364 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
"1RXS J093632.8+570725" 0.20801 nan nan 0.013866666449757759 0.0040422769999999995 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.3471333332632978 0.020827999995797868 nan nan nan nan 0.2750000003362075 0.021104561190507517 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
